"Genus","Species","Impact_year","Type_of_cost_merged","Management_type","code","Cost_ID","Cost.USD","First_invacost","First_manage","First_manage_invacost"
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"SLV","2305",17638005.5828938,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"USA","2331",6355211.07368289,1922,1977,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"IND","2224",567406043.43654,1922,2003,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"IND","2363",571547693.388632,1922,2003,1977
"Aedes","Aedes aegypti",2001,"Damage",NA,"GTM","2307",38016876.2719143,1922,1995,1977
"Aedes","Aedes aegypti",2001,"Damage",NA,"IDN","2226",340035077.600131,1922,2011,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"PER","2403",1716301.1203029,1922,1995,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"PHL","2236",71358810.7604102,1922,2013,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"PHL","2368",2348992.53008418,1922,2013,1977
"Aedes","Aedes aegypti/Aedes albopictus",2014,"Damage",NA,"COL","NE3070",2223141.21017873,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"BRA","2284",956987710.380959,1922,1984,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"COL","2294",208002021.764501,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2015,"Damage",NA,"MDV","2385",1237246.9839769,1922,2015,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"HND","2309",19972885.8812854,1922,1995,1977
"Aedes","Aedes aegypti",2012,"Damage",NA,"BRA","2393",10675000,1922,1984,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"NIC","2314",15750763.015023,1922,1995,1977
"Aedes","Aedes aegypti",2012,"Damage",NA,"IND","2224",567406043.43654,1922,2003,1977
"Aedes","Aedes aegypti",2012,"Damage",NA,"IND","2363",571547693.388632,1922,2003,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"SGP","2238",41736084.3857785,1922,1977,1977
"Aedes","Aedes aegypti",2012,"Damage",NA,"PHL","2368",2348992.53008418,1922,2013,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"SGP","2240",16211264.1480659,1922,1977,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"SUR","2328",1461965.26330133,1922,NA,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"THA","2244",151755602.358116,1922,1981,1977
"Aedes","Aedes aegypti",2013,"Damage",NA,"BRA","2393",10675000,1922,1984,1977
"Aedes","Aedes aegypti",2013,"Damage",NA,"CHN","2394",489020.414020624,1922,NA,1977
"Aedes","Aedes albopictus/Aedes japonicus",1982,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1984,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1985,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1986,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1987,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"USA","2409",20786606.0076361,1922,1977,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"VNM","2249",24677462.0700881,1922,1998,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"BRA","2370",130833.307066554,1922,1984,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"BRA","2381",1418928.77,1922,1984,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"BRA","2393",10675000,1922,1984,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"CHN","2394",489020.414020624,1922,NA,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"IDN","2227",1766073.85279169,1922,2011,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"IDN","2399",3236453.54114262,1922,2011,1977
"Aedes","Aedes aegypti/Aedes albopictus",2012,"Damage",NA,"COL","2415",18416183.4495994,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2013,"Damage",NA,"BRA","2280",483998890.374956,1922,1984,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"COL","2294",208002021.764501,1922,1995,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"PER","2325",2108598.51922928,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2015,"Damage",NA,"COL","2377",51761313.6295693,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2015,"Damage",NA,"COL","2378",3885984.50672442,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2015,"Damage",NA,"COL","2379",63186108.0793391,1922,1995,1977
"Aedes","Aedes aegypti",2013,"Damage",NA,"FRA","2417",5951553.04809661,1922,2008,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"MEX","2311",321737991.353806,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"NIC","2315",14412900.9297939,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"PAN","2319",9651580.71690245,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"SLV","2305",17638005.5828938,1922,1995,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"SGP","2239",70592714.376933,1922,1977,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"VEN","2262",234164.885941053,1922,2007,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"VEN","2333",127897460.612803,1922,2007,1977
"Aedes","Aedes albopictus/Aedes japonicus",1939,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1940,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",2013,"Damage",NA,"FRA","2416",9285930.7689397,1922,2008,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"BRN","2215",669205.043132053,1922,NA,1977
"Aedes","Aedes aegypti",2013,"Damage",NA,"PER","2323",230687.554170826,1922,1995,1977
"Aedes","Aedes aegypti",2013,"Damage",NA,"PHL","2368",2348992.53008418,1922,2013,1977
"Aedes","Aedes albopictus",2011,"Damage",NA,"GRC","SC758",180360.724755293,1922,2010,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"NIC","2314",15750763.015023,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"NIC","2315",14412900.9297939,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"PAN","2319",9651580.71690245,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"SLV","2305",17638005.5828938,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"VEN","2262",234164.885941053,1922,2007,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"PAN","2319",9651580.71690245,1922,1995,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"BTN","2214",310401.710257792,1922,NA,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"BRA","2284",956987710.380959,1922,1984,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"USA","2409",20786606.0076361,1922,1977,1977
"Aedes","Aedes albopictus",2006,"Damage",NA,"FRA","2258",66501896.1480606,1922,2008,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"USA","2331",6355211.07368289,1922,1977,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"MEX","2392",24128263.7787661,1922,1995,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"BRA","2380",386133.56,1922,1984,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"URY","2330",1486796.52946905,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2015,"Damage",NA,"MDV","2387",1216724.60367647,1922,2015,1977
"Aedes","Aedes aegypti/Aedes albopictus",2012,"Damage",NA,"COL","2292",1075580347.65367,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"ARG","2270",17208457.6961482,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"BRA","2284",956987710.380959,1922,1984,1977
"Aedes","Aedes albopictus/Aedes japonicus",1989,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1992,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1993,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1994,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"THA","2246",305170126.178464,1922,1981,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"BRA","2393",10675000,1922,1984,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"USA","2326",20573081.5494169,1922,1977,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"COL","2294",208002021.764501,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"CRI","2296",12400317.5618373,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"HND","2309",19972885.8812854,1922,1995,1977
"Aedes","Aedes albopictus/Aedes japonicus",1988,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"CRI","2296",12400317.5618373,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2014,"Damage",NA,"COL","2290",76206359.1184842,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"USA","2331",6355211.07368289,1922,1977,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"BOL","2277",43592592.6645649,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"BRA","2284",956987710.380959,1922,1984,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"PAN","2317",14845701.7150182,1922,1995,1977
"Aedes","Aedes albopictus",2010,"Damage",NA,"GRC","SC1071",1365716.33638521,1922,2010,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"SLV","2305",17638005.5828938,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"VEN","2333",127897460.612803,1922,2007,1977
"Aedes","Aedes albopictus",2007,"Damage",NA,"ITA","2375",16481660.4347903,1922,2008,1977
"Aedes","Aedes albopictus/Aedes japonicus",1990,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus",2012,"Damage",NA,"GRC","SC680",97422.7925319595,1922,2010,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"THA","2395",127879387.587106,1922,1981,1977
"Aedes","Aedes albopictus",2013,"Damage",NA,"GRC","SC689",107340.146645461,1922,2010,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"THA","2246",305170126.178464,1922,1981,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"NIC","2315",14412900.9297939,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"NIC","2314",15750763.015023,1922,1995,1977
"Aedes","Aedes albopictus/Aedes japonicus",1991,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
